FILENAME	HWXX-6516DS1-VTM_Port 1 +45_10DT_1785
MAKE	COMMSCOPE
FREQUENCY	1785
H_WIDTH	66
V_WIDTH	6.7
FRONT_TO_BACK	27
GAIN	14.753 dBd
TILT	ELECTRICAL
HORIZONTAL 360
0.00	0.00
1.00	0.00
2.00	0.02
3.00	0.04
4.00	0.07
5.00	0.10
6.00	0.14
7.00	0.19
8.00	0.24
9.00	0.30
10.00	0.37
11.00	0.44
12.00	0.51
13.00	0.58
14.00	0.66
15.00	0.75
16.00	0.83
17.00	0.92
18.00	1.01
19.00	1.10
20.00	1.20
21.00	1.30
22.00	1.39
23.00	1.49
24.00	1.59
25.00	1.69
26.00	1.79
27.00	1.89
28.00	1.99
29.00	2.10
30.00	2.20
31.00	2.31
32.00	2.42
33.00	2.53
34.00	2.64
35.00	2.76
36.00	2.87
37.00	2.99
38.00	3.12
39.00	3.24
40.00	3.37
41.00	3.51
42.00	3.65
43.00	3.79
44.00	3.94
45.00	4.10
46.00	4.26
47.00	4.42
48.00	4.59
49.00	4.77
50.00	4.95
51.00	5.14
52.00	5.33
53.00	5.53
54.00	5.73
55.00	5.94
56.00	6.15
57.00	6.37
58.00	6.58
59.00	6.80
60.00	7.02
61.00	7.24
62.00	7.47
63.00	7.69
64.00	7.91
65.00	8.13
66.00	8.35
67.00	8.57
68.00	8.79
69.00	9.01
70.00	9.23
71.00	9.45
72.00	9.68
73.00	9.90
74.00	10.13
75.00	10.36
76.00	10.60
77.00	10.84
78.00	11.09
79.00	11.35
80.00	11.61
81.00	11.87
82.00	12.14
83.00	12.41
84.00	12.69
85.00	12.96
86.00	13.24
87.00	13.51
88.00	13.77
89.00	14.04
90.00	14.29
91.00	14.54
92.00	14.78
93.00	15.01
94.00	15.23
95.00	15.45
96.00	15.66
97.00	15.87
98.00	16.09
99.00	16.31
100.00	16.54
101.00	16.78
102.00	17.03
103.00	17.31
104.00	17.59
105.00	17.90
106.00	18.23
107.00	18.57
108.00	18.93
109.00	19.30
110.00	19.69
111.00	20.07
112.00	20.45
113.00	20.82
114.00	21.17
115.00	21.49
116.00	21.78
117.00	22.03
118.00	22.24
119.00	22.41
120.00	22.54
121.00	22.65
122.00	22.74
123.00	22.83
124.00	22.91
125.00	23.01
126.00	23.12
127.00	23.25
128.00	23.41
129.00	23.60
130.00	23.82
131.00	24.05
132.00	24.30
133.00	24.56
134.00	24.81
135.00	25.05
136.00	25.26
137.00	25.42
138.00	25.54
139.00	25.62
140.00	25.64
141.00	25.63
142.00	25.57
143.00	25.49
144.00	25.39
145.00	25.30
146.00	25.21
147.00	25.15
148.00	25.12
149.00	25.14
150.00	25.21
151.00	25.33
152.00	25.52
153.00	25.77
154.00	26.09
155.00	26.48
156.00	26.93
157.00	27.44
158.00	27.98
159.00	28.55
160.00	29.09
161.00	29.58
162.00	29.97
163.00	30.29
164.00	30.62
165.00	30.89
166.00	30.98
167.00	30.88
168.00	30.64
169.00	30.32
170.00	29.98
171.00	29.67
172.00	29.40
173.00	29.20
174.00	29.07
175.00	29.04
176.00	29.10
177.00	29.25
178.00	29.51
179.00	29.88
180.00	30.11
181.00	31.01
182.00	31.79
183.00	32.76
184.00	33.96
185.00	35.44
186.00	37.31
187.00	39.76
188.00	43.35
189.00	49.13
190.00	51.60
191.00	46.45
192.00	42.19
193.00	39.27
194.00	37.15
195.00	35.53
196.00	34.26
197.00	33.26
198.00	32.46
199.00	31.82
200.00	31.33
201.00	30.95
202.00	30.68
203.00	30.49
204.00	30.40
205.00	30.39
206.00	30.45
207.00	30.59
208.00	30.79
209.00	31.06
210.00	31.41
211.00	31.83
212.00	32.33
213.00	32.91
214.00	33.55
215.00	34.26
216.00	34.99
217.00	35.70
218.00	36.36
219.00	36.88
220.00	37.24
221.00	37.46
222.00	37.54
223.00	37.49
224.00	37.30
225.00	37.00
226.00	36.60
227.00	36.11
228.00	35.56
229.00	34.96
230.00	34.32
231.00	33.65
232.00	32.95
233.00	32.25
234.00	31.54
235.00	30.84
236.00	30.15
237.00	29.48
238.00	28.83
239.00	28.20
240.00	27.60
241.00	27.03
242.00	26.48
243.00	25.96
244.00	25.46
245.00	24.98
246.00	24.52
247.00	24.08
248.00	23.66
249.00	23.25
250.00	22.86
251.00	22.47
252.00	22.10
253.00	21.74
254.00	21.39
255.00	21.04
256.00	20.70
257.00	20.37
258.00	20.04
259.00	19.72
260.00	19.40
261.00	19.08
262.00	18.77
263.00	18.47
264.00	18.17
265.00	17.88
266.00	17.59
267.00	17.31
268.00	17.03
269.00	16.76
270.00	16.49
271.00	16.23
272.00	15.96
273.00	15.70
274.00	15.44
275.00	15.17
276.00	14.90
277.00	14.63
278.00	14.35
279.00	14.06
280.00	13.77
281.00	13.47
282.00	13.17
283.00	12.86
284.00	12.54
285.00	12.22
286.00	11.90
287.00	11.58
288.00	11.26
289.00	10.94
290.00	10.63
291.00	10.33
292.00	10.02
293.00	9.73
294.00	9.44
295.00	9.17
296.00	8.90
297.00	8.64
298.00	8.39
299.00	8.15
300.00	7.91
301.00	7.68
302.00	7.46
303.00	7.25
304.00	7.04
305.00	6.83
306.00	6.63
307.00	6.44
308.00	6.24
309.00	6.05
310.00	5.86
311.00	5.67
312.00	5.49
313.00	5.31
314.00	5.13
315.00	4.95
316.00	4.78
317.00	4.60
318.00	4.43
319.00	4.27
320.00	4.11
321.00	3.94
322.00	3.79
323.00	3.64
324.00	3.49
325.00	3.34
326.00	3.20
327.00	3.06
328.00	2.92
329.00	2.79
330.00	2.66
331.00	2.53
332.00	2.40
333.00	2.27
334.00	2.15
335.00	2.02
336.00	1.90
337.00	1.77
338.00	1.65
339.00	1.53
340.00	1.41
341.00	1.29
342.00	1.17
343.00	1.06
344.00	0.95
345.00	0.84
346.00	0.74
347.00	0.64
348.00	0.55
349.00	0.46
350.00	0.38
351.00	0.31
352.00	0.24
353.00	0.19
354.00	0.13
355.00	0.09
356.00	0.06
357.00	0.03
358.00	0.01
359.00	0.00
VERTICAL 360
0.00	18.06
1.00	22.88
2.00	26.41
3.00	16.45
4.00	10.60
5.00	6.78
6.00	4.10
7.00	2.20
8.00	0.94
9.00	0.22
10.00	0.00
11.00	0.28
12.00	1.06
13.00	2.41
14.00	4.43
15.00	7.31
16.00	11.22
17.00	15.05
18.00	15.35
19.00	13.05
20.00	11.50
21.00	11.16
22.00	11.90
23.00	13.81
24.00	17.39
25.00	25.09
26.00	34.15
27.00	22.02
28.00	17.88
29.00	15.99
30.00	15.37
31.00	15.67
32.00	16.81
33.00	18.87
34.00	22.13
35.00	25.88
36.00	26.47
37.00	24.34
38.00	22.46
39.00	21.45
40.00	21.28
41.00	21.87
42.00	23.24
43.00	25.48
44.00	29.33
45.00	35.00
46.00	35.95
47.00	32.16
48.00	29.28
49.00	27.48
50.00	26.36
51.00	25.68
52.00	25.34
53.00	25.29
54.00	25.50
55.00	25.95
56.00	26.58
57.00	27.30
58.00	28.03
59.00	28.68
60.00	29.19
61.00	29.57
62.00	29.86
63.00	30.10
64.00	30.31
65.00	30.50
66.00	30.63
67.00	30.71
68.00	30.75
69.00	30.75
70.00	30.74
71.00	30.79
72.00	30.91
73.00	31.17
74.00	31.60
75.00	32.20
76.00	32.95
77.00	33.82
78.00	34.70
79.00	35.55
80.00	36.30
81.00	36.99
82.00	37.66
83.00	38.31
84.00	38.82
85.00	38.89
86.00	38.29
87.00	37.21
88.00	36.13
89.00	35.34
90.00	34.96
91.00	34.95
92.00	35.16
93.00	35.38
94.00	35.45
95.00	35.48
96.00	35.72
97.00	36.41
98.00	37.72
99.00	39.66
100.00	41.80
101.00	42.90
102.00	42.27
103.00	40.92
104.00	39.65
105.00	38.70
106.00	38.13
107.00	37.96
108.00	38.15
109.00	38.66
110.00	39.39
111.00	40.25
112.00	41.13
113.00	41.99
114.00	42.85
115.00	43.85
116.00	45.14
117.00	46.52
118.00	46.94
119.00	45.82
120.00	44.44
121.00	43.74
122.00	43.84
123.00	44.39
124.00	44.20
125.00	42.42
126.00	40.17
127.00	38.48
128.00	37.58
129.00	37.46
130.00	38.12
131.00	39.61
132.00	41.92
133.00	44.28
134.00	44.25
135.00	41.76
136.00	39.45
137.00	38.26
138.00	38.28
139.00	39.20
140.00	40.57
141.00	41.51
142.00	41.06
143.00	39.44
144.00	37.47
145.00	35.60
146.00	34.06
147.00	32.95
148.00	32.27
149.00	32.02
150.00	32.25
151.00	33.03
152.00	34.47
153.00	36.90
154.00	40.69
155.00	45.67
156.00	49.91
157.00	50.29
158.00	49.07
159.00	46.61
160.00	42.46
161.00	37.16
162.00	35.40
163.00	33.62
164.00	31.96
165.00	30.65
166.00	29.76
167.00	29.30
